tweet,label
beneran anjir si dia mau nikah bulan depan,surprise
apa kamu benarbenar merokok ekspresi kaget,surprise
gak sabar nunggu buku terbaru dari penulis favoritku rilis sudah siap dibaca nih bukubaru,anticipation
tolong photonya diperbaiki hormat bukan tangan kiri,trust
penampilan mereka di panggung benerbener memukau,surprise
bantuan kemanusiaan terus dikirim ke palestina kita semua bersama mereka,trust
mq tny sis q prwtan natasha problem wjhku jrwt bminyak hmpr mggu ni wjhku terbakar gtu,disgust
tadi ada selebgram terkenal belanja di pasar ekspresi kaget,surprise
rasa sedih ini terlalu dalam ga ada yang bisa ngertiin ekspresi sedih,sadness
bgstt rambut berlawanan tp iya sedih soalnya nari kek ga tertarik sm chanyang huhu,sadness
skolah ad lomba an ya iya sih udh pd iuran sgla mcm untuk yg buat dekorasi nya pun ato orng aja selebihnya investasi doang berunding gmna mslh untuk yg lain pun pd sibuk sndiri pas td aku brmpat bli brng buat kgiatannya disuruh cpet krna dh malem,anger
iya dong kan suamimu,trust
ngejar sunset pake motor baru adrenalin langsung meledak,anticipation
gak suka banget sama makanan yang bau kayak gini bikin enek seharian,disgust
jujur gue juga panik bikin keinget rasa sakitnya kayak apa selama minggu ekspresi sedih,fear
kadang benci sama diri sendiri yang lemah banget dikit sakit dikit sakit bikin repot semua orang,sadness
manjain nunggu jemputan with nugraha,joy
nanti dll takut org bayar utang mamakku,fear
oh tidak semoga kamu sembuh untuk pertunjukanmu di argentina semoga berhasil,surprise
sempetin bermanja manja cantik karna sibuk with edo ricardo,joy
ekspresi marahekspresi marah,anger
lele sedang menghibur diri sendiri,joy
halah paling juga gugur lawan psg kecewa sama taktiknya,sadness
putra sulung pak edo pilih bisu untuk hitungan detik dia baru benarbenar keluar dari rumah sakit dan berdiam diri,sadness
berpikir tentang meminta consent driver ojol yang menjemputku dari stasiun agar mengizinkanku memeluknya selama perjalanan ke rumah,anticipation
terimakasih emang promo member get member hasilnya dapet mug ekspresi senang,joy
nia tuh hidungnya besar banget nggak proporsional sama mukanya,disgust
wajah penuh jerawat dan bekas jerawat kesannya jadi kotor banget,disgust
seharian abis treatment kudus muka cantik abis wkwkwk bobok cantik sebelumnya pake cream dulu,joy
kepo banget apa yang buat xiuming itu sampai terobsesi sama xiangyun,anticipation
giveaway saldo dana buat orang pemenang cukup rt like twit ini amp follow emak ya,anticipation
ngga si mau tidur langsung merem aja,joy
indonesia,trust
anjay kok bisa gitu kereeen ekspresi kaget,surprise
cari template di google banyak nder intinya bilang makasih atas kesempatannya trus minta maaf karena setelah berbagai pertimbangan ini terserah mau km jelasin detail atau engga kl menurutku sih gausah saya tidak bs melanjutkan proses rekrutmen,trust
dasell minsun ngadain giveaway nihh ikutan yuk,joy
kalau lo mainin lagu ini pasti pecah deh performanya,trust
parno kalo game ini gak sesuai ekspektasi udah preorder ekspresi takut,fear
aku tidak bisa memikirkan cara untuk mengungkapkan dalam karakter betapa kecewanya aku dengan iklan di artikel lifehackers why i didnt buy a mac,disgust
lagi countdown nih hari lagi anniversary kita ada yang punya ide kado spesial,anticipation
ngejar horison pake molis benerbener bikin adrenalin naik gak cuma keren tapi juga peduli lingkungan ayo mulai berbenah dengan gaya kekinian,anticipation
gak ngerti harus ngapain sedih aja gitu,sadness
itu jauh dari pusat kota menit atau lebih ekspresi kaget dan mereka punya burger sayuran,surprise
pengen punya meong,anticipation
wib cawang cikunir cikarang dawuan cikampek lancar,trust
udah nggak sabar nungguin hasil lomba diumumin degdegan nih,anticipation
lebih baik melihat dia marah dari pada melihat dia sedih,sadness
spill dong,anticipation
gue kagkgue suka jedotin cewe gue ke lampu merah karena benci gue lamer lama bangetlbh lama lamer drpd masak mie,anger
aku benci kenapalah korg tepuk masa ni hoi,anger
fuck masa lalu gila pagi uda di ungkit saja si kupret yg di anggap baik,anger
trus hubungane opo bangsat,anger
nanti jam ada apa kak,anticipation
boleh gak ya minta dikirim ke pabrik es krim pengen tahu rasanya,anticipation
sayang tidak suka ya kalo sih pacar mu itu dateng pada acara meet and greet kamu nanti saya harap kamu menghargai perasaan fans saya tidak mau acara kamu kacau hanya karna pacar mu itu dateng,anger
ataukah biar semua kembali terasing biar semua kembali tiada,sadness
rasa hormat saya meningkat setelah melihat cara dia menangani situasi krisis ini,surprise
bisaaa kaaa ra testi di profil aku all ewallet bca qris,joy
bangsat ngagetin aja,anger
dan mengapa semua orang memiliki cuaca yang bagus tapi prague,surprise
udah fix semua udah diurus gak usah khawatir,trust
ini udah seminggu yang lalu banget,sadness
akhirnya si anu gak tantrum kaya cwk jablay lagi welcome home sayang,joy
pas tengah malam bangun sperti mimpi,surprise
edisi krim cantik,joy
gemes with mama,joy
kecewa dengan semalam harini mulakan dengan pointers,sadness
emang bisa diganti ya,anticipation
kalau umat nasrani tdk blh membangun rumah ibadah dn melarang umat beribadah apa bkn menista agama apakah hanya o,anger
tiap hari akun akun kucing bru bermunculan di teel,joy
lia pake makeup bold padahal outfitnya casual nggak nyambung banget,disgust
malu buat bilang haha agak takut jug,fear
seriusan tadi beneran ada gempa ekspresi kaget,surprise
ekspresi jijik ekspresi jijik,disgust
di tengah mereka ada bunda w,trust
bahasa biasa tapi sopan ga terlalu baku banget klo baku banget jadi kaku,trust
edan segitu hebatnya kah paqueta,surprise
alhamdulilah ospek kampus aku cuma duduk di sabuga kegiatan sekitaran kampus dan ngecamp ke ciwidey kegiata outdo ekspresi senang,joy
pakai makeup tapi nggak rata malah jadi aneh dan bikin jijik,disgust
itu terlalu cepat,surprise
merdeka nab,joy
hai kak layanan bus koridor beroperasi jam terima kasih wy,trust
lagunyaa monyet sedih bgt,sadness
takut bgt karna kepala pusing tenggorokan mulai serak dan badan anget untung kemajuan teknologi di tahun ini menyelamatkan anak kost sepertiku ekspresi senang terimakasih gomart,fear
bakti sosial kapolres bireuen dengan fakir miskin dan anal yatim,joy
kalo gak dipenjemin duit tuh yaudah gt loh gausah yang lo mah enak bla bla diem aje lo diem sebelum w gebug puting lo,anger
udah gua bilang apa ini orang tolol di otak di cuma duit doang sama besarin perut dia yang udah kaya babi bunting itu belom juga kerja udah minta duit lagikan m kalo dimalingin pasti bakal ketahuan tapi ko m kan bisa di makan dan di buat catatan palsu jadi bisa kenyang,anger
yg suka merusak tatanan jangan di kasih ruang wahabi lokal,anger
takut banget,fear
takut ah ntar dijual,fear
ini ga pamer pls gue beneran sedih lmao,sadness
sama saja tidak ada tanggapan tidak membantu sama sekali semoga semua penggunamu beralih ewallet dan dana segera di blokir,anger
bru kali ini tidur mimpi ditagih paparan sama bos but yeah all is good besok senin semoga rezeki kita melimpah bismillah cair,anticipation
hai kak silahkan naik bus c turun di halte bkn dan dilanjutkan dengan bus c turun di bnn lrt lalu,trust
najiss dia makan sambil ngupil idihh bikin mual,disgust
aku nggak ngerti kenapa orang bisa suka sama dia,disgust
aku udah sabar ya gak marahmarah atau ngatangatain jangan ngelunjak,anger
kalo gak gandengan tangan meriang tiap hangout di public place aja lengket ngt gimana kalo pas lagi qtime berdua di private place gitu duh makasih udah bikin makin menghalu dan btw di yang kedua tuh seohyun sempet ragu harus pake cincin pernikahannya apa enggak,fear
apa ini saatnya dia menjadi daftar suamiku,anticipation
tipemu yang indah itu bukan kak yang suka kamu bikin narasi menyedihkan menyayat hati menguras air mata,sadness
gerakan solidaritas untuk palestina semakin besar dan kuat setiap harinya,trust
hd penuh lagi,surprise
ipb ugm mozaiknya ga pernah gagal,joy
hooh kak makanya td asal mencet aja,joy
aku punya wishlist merchbarang yang pengen dibeli tapi belom kesampaian masih ada hal yang pengen aku lakuin juga,anticipation
ada kelass lagi nanti jam nanti klo tidur takut kelupaan jamm,fear
aku infp dan di aku relate kalau ada hal yg ga terorganisir tuh emang panik sendiri pikiran jadi ga tenang ekspresi senang,fear
gua klo udh pd ngomongin skripsyid takut bgt dh sumpah,fear
titip salam buat irene noona,trust
omg aku mendapat mata hitam dari setumpuk kartu aku tersedak laffy taffy dan aku resmi selesai dengan sekolah sedih sekarang,surprise
terbaik,anticipation
shade cushion make over lebih cocok yang mana ya kalo warm ivory keterangan ga aku baru pertama kali mau beli bingung milih shade takut salah,fear
masih anak sekolah hak hak hiyaakk jezabel pun ikut melompatlompat sembari menendang kakinya gadis itu,joy
gua baru sadar muka gua pas nikahan ga ada yg beres kek terpaksa bgt senyum sampe photographernya blg biasanya penganten mah suka bgt di foto tapi kalo ini mah susah banget di foto,sadness
tempat makan itu dapurnya kotor banget ngeri makan di sana,disgust
dulu courtois di loan ke madrid krn gacor auto di permanen mudahan yg ini juga jd gacor biar dipermanenin goodlu,anticipation
chelsea jauh beda bgt mainny sm musim kmaren gilee,surprise
dokter juga ya,trust
thanks gift nyaa payung cantik,joy
ayo kita saweran saja atau ganti kepala,joy
gak bocah pun masih keliatan bocah saking lebih buff,surprise
gw mau marah bgt bacanya yaallah masi pagii ini emosi gw di uji mulu perasaan,anger
biar kinclong in dki,joy
nungguin temen buat jalan bareng semoga nggak telat,anticipation
gitu aja marah gausah baperan lah jadi orang,disgust
pencarian tato palu arit pada tubuh tahanan perempuan adalah dalih bagi teror dan kekerasan seksual sistimatis,disgust
jadi gak sabar nungguin jokowi kasih solusi buat masalah ini lama banget sih,anticipation
eh kenapa mendadak dia berubah jadi cuek gitu,surprise
info penting buka cabang baru jadi kalau ada masalah dengan gadget mereka solusinya sudah terpercaya technews,trust
ga enak,disgust
aku juga mau ditanyain gimana harinya,anticipation
itu sangat lucu dan saat ini memiliki ymas penuh aku tidak tahu apa yang harus direvisi untuk comms,surprise
gak nyangka ternyata dia yang ngirimin hadiah ultah ekspresi kaget,surprise
orang ini suka ngejek penampilan orang lain benerbener nggak punya sopan santun jijik,disgust
menyenangkan mbok wedok with lylla ekspresi senang,joy
hei tautan itu tidak berfungsi untukku,surprise
apa artinya bang messi,surprise
btw salma masih tampil gak si gue nunggu fancam aja deh ga nonton livenya dulu soalnya lagi hemat kuota hngznsnjs,anticipation
jadi gak sabar nungguin hasil voting kompetisi semoga menang,anticipation
hah takut bgt,fear
kementerian pupr ajak media lokal dan nasional gaungkan world water forum ke tahun di bali,trust
ngezoom banget gambarnya kaget,fear
karena gue gabut butuh keseruan di kala pandemi wkwkwk,joy
bodoh apa petik nama aku,anger
lockey pasti sedih kecewa tp sebenarnya yg paling sedih adlh member yg hrs kehilangan denise kita tau hubungan denita couple kita tau hubungan dejin best friend kita tau hubungn antar member family so lockey hrs kuat krn lockey adlh sumber semangat dri secret number,sadness
yah kok kuotanya belum masuk ekspresi sedih udah cek pemotongan saldo dan cek ga ada refund saldo otomatis kak jejen,sadness
boleh sejak thn yg lalu kalau gak salah,trust
nih centang birunya kapan nih balik,anticipation
alhamdulillahitulah diasemuanya ada hikmah semoga tidak leka dgn sokon ekspresi senang,joy
hyung kapan lagi aku kena limit lagi kan yaaa,anticipation
kepengen tidur seminggu,sadness
hahaa sama gue di unfoll org hari ini kaget banget,fear
mimin cantik balas donk miin,joy
novi selalu maksa orang lain untuk ikut keinginannya bikin nggak nyaman,disgust
saya pernah resign dan memutuskan untuk berbisnis setelah saya resign saya tetap bangun pagi dan pakai kemeja trus nongkrong kerja di cafe sampai sore agar tetap terlihat bekerja semua itu saya lakukan agar ibu dan bapak saya tidak khawatir dengan keadaan saya cukup menyedihkan,sadness
terimakasih merawat kulit ku ekspresi senang,joy
ngapelin dokter cantik,joy
nanti mas minta ijin sama atasan mu n pasti atasan kamu nurut n memeng bilang tdk usah mas n tdk baik n jgn mentan,trust
dikepung dikejar ditangkapi ditakuttakut i,fear
editing potonya sebaiknya diperbaiki hormat pakai tangan kanan bukan kiri,disgust
presentasi gue kelar tanpa kekurangan suatu apapun,joy
maju mundur cantik cantik,joy
insting pemerintah emang keren mereka tahu apa yang harus dilakukan,trust
wkwk gua sedih bgt,sadness
asli malu maluin org indo tolol yg rep latah cilukba pake huruf hijaiyah sm ngntd sama ganti huruf t pake salib ada tiktok filipin lewat fyp aku dan repnya ngtd semua dasar goblogg trend tiktok ter tolol,anger
m jizzle aku butuh kamu untuk memukulku juga ugghh aku muak dengan ponsel sialan ini serius,disgust
hah kok bisa sih temen gue yang paling cuek tibatiba ngajak jalan,surprise
pengen poca date sama moots tapi takut awkward,fear
postingan sahi tuh despite trending no gue ga tertarik buat translate komennya malesin sih tapi fotofoto yg di,disgust
wib cawang tmii cibubur bogor ciawi lancar,anger
ekspresi takut,fear
emang parah tapi kamu harus cari opsi pas emang lagi nyari jadi jangan tergantung ke satu orangg sekarang keteteran,sadness
semakin yakin buat ngejar impian di negeri orang saja yang syarat lowongan kerjanya lebih masuk akal,trust
menghibur,joy
ya ampun aku kecewa banget sama hasil konsernya gak sesuai ekspektasi,surprise
udah hahaha,joy
gapapa iri pas liat story temen udah dapet skl gapapa kok asal jangan lupa kalo setiap langkah orang beda,sadness
saya yang ngejalanin mah biasa aja cuma kadang kasihan keluarga aja takut mereka malu,fear
aku percaya kamu pasti bisa menyelesaikan tugas ini ekspresi percaya,trust
gue benerbener ngerasa dihianatin sakit banget ekspresi sedih,sadness
gue udah cek semuanya gak ada masalah aman terkendali,trust
kalian sangat tidak adil smh,disgust
hai kak masih nyari aku ada nih yuk bisa via cod atau scan qr,anticipation
liat tempat wisata penuh orang benerbener bikin sesek,disgust
benerbener sedih pagii yg harusnya bahagiaa karena keluargasuami tp dibuat ancur dijam pagi ginisalah keluar rumah di pagihari,sadness
ribuan turis telah meninggalkan pulau mawi di hawaii setelah kebakaran lahan meratakan salah satu kota bersejarah,sadness
banyak juga boleh kak asal jgn kelepasan ngeri gk ke rem loss pula lagi ekspresi takut,fear
sk ii apa kurang kelihatan unnie,anticipation
awalnya dia mau sabar dulu nunggu kabar tapi karna papa sama sekali gak ngerespon apapun dan setelah seminggu,sadness
deg deg an gabisa mikir kalo udh gugup tingkat tinggi biasanya tremor,fear
ada ular di kebun langsung pusing gak berani deketdeket,disgust
jangankan bapak yang baca juga syok,surprise
besok mau coba naik balon udara,anticipation
gak nyangka aktor idol kesayangan ponakan gw begitu juga ternyata,surprise
serius jadi kaget gue,fear
mending kita pelukan,joy
sedih melulu nie,sadness
mariii skali pake natasha alhamdulillah cocok ekspresi senang,joy
harap demam biasa ekspresi sedih takut copid,fear
ga ada waktu apa takut ada mata ww,fear
kamu serius itu menyebalkan,surprise
mulai mulai,anticipation
pindah ke platform lain sih klo udh kena limt,anticipation
ternyata dia pinter masak juga gak nyangka ekspresi kaget,surprise
hai kak saat ini satu bus berada di sekitaran pasar pulo gadung terima kasih wy,trust
